ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
OKRED,OKRED,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.0116666667,19.8866666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
OKROP,OKROP,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-17.6341694444,24.1766638889,NCAA NAMIBIA,2025-05-15,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,176
OKSUN,OKSUN,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.1072222222,16.8833333333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
OMATA,OMATA,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-20.8161111111,17.2622222222,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
OTAVI,OTAVI,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-19.1558333333,17.0580555556,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
PARAG,PARAG,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-25.1166666667,17.9000000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
TAVAS,TAVAS,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.0166666667,21.0000000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
TIGUT,TIGUT,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.2616666667,16.9183333333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
TIKEM,TIKEM,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.7918777778,16.4548805556,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
TIMAB,TIMAB,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.1570583333,16.9580583333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
